題號,題目,A,B,C,D,答案,解析,來源名稱,來源網址
9,在深度學習模型的分析與驗證過程中，研究人員有時會利用「顯著性圖(Saliency Map) 」來輔助理解模型行為。下列何者最符合此技術的主要用途？,量化各輸入特徵對模型整體預測準確度的平均影響程度；,標示輸入資料中對單一預測結果影響較大的區域或部分；,評估在不同模型參數設定下，預測結果的穩定性變化；,比較不同模型架構在測試資料上的泛化能力差異 A,,,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/115%E5%B9%B4%E7%AC%AC%E4%B8%80%E6%AC%A1%E5%88%9D%E7%B4%9AAI%E6%87%89%E7%94%A8%E8%A6%8F%E5%8A%83%E5%B8%AB_%E7%AC%AC%E4%B8%80%E7%A7%91_%E4%BA%BA%E5%B7%A5%E6%99%BA%E6%85%A7%E5%9F%BA%E7%A4%8E%E6%A6%82%E8%AB%96_%E5%85%AC%E5%91%8A%E8%A9%A6%E9%A1%8C_20260410164304.pdf
0,某商業銀行想建立洗錢行為檢測系統，擁有過去 5 年的交易記錄，其中包含已確 認的洗錢案例(標記為「異常」 )和正常交易(標記為「正常」 ) 。銀行希望系統能 自動識別新交易是否為洗錢行為，請問使用下列哪一種機器學習方法最為適合？,監督式學習的分類問題；,非監督式學習的分群問題；,強化式學習；,非監督式學習的關聯規則挖掘 A,,,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/115%E5%B9%B4%E7%AC%AC%E4%B8%80%E6%AC%A1%E5%88%9D%E7%B4%9AAI%E6%87%89%E7%94%A8%E8%A6%8F%E5%8A%83%E5%B8%AB_%E7%AC%AC%E4%B8%80%E7%A7%91_%E4%BA%BA%E5%B7%A5%E6%99%BA%E6%85%A7%E5%9F%BA%E7%A4%8E%E6%A6%82%E8%AB%96_%E5%85%AC%E5%91%8A%E8%A9%A6%E9%A1%8C_20260410164304.pdf
1,某農場收集了大量作物葉片影像，但只有 30%的影像有病害類別標註，其餘 70% 的影像沒有任何標籤。農場希望充分利用所有資料來訓練病害識別模型。這種情 況最適合使用哪一種學習方法？,半監督式學習(Semi-supervised Learning)；,監督式學習(Supervised Learning)；,非監督式學習(Unsupervised Learning)；,強化式學習(Reinforcement Learning) C,,,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/115%E5%B9%B4%E7%AC%AC%E4%B8%80%E6%AC%A1%E5%88%9D%E7%B4%9AAI%E6%87%89%E7%94%A8%E8%A6%8F%E5%8A%83%E5%B8%AB_%E7%AC%AC%E4%B8%80%E7%A7%91_%E4%BA%BA%E5%B7%A5%E6%99%BA%E6%85%A7%E5%9F%BA%E7%A4%8E%E6%A6%82%E8%AB%96_%E5%85%AC%E5%91%8A%E8%A9%A6%E9%A1%8C_20260410164304.pdf
2,某環保局想建立 AI 系統監測空氣品質，透過分析監測站攝影機拍攝的影像來識別 煙霧。系統需要在影像中找出煙霧區域並標示其位置和範圍。這個應用主要屬於 電腦視覺的哪個技術領域？,影像分類，判斷影像中是否有煙霧；,物件偵測，找出煙霧位置並用方框標示；,影像分割，精確標示出煙霧的像素區域；,人臉辨識，識別煙霧來源 D,,,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/115%E5%B9%B4%E7%AC%AC%E4%B8%80%E6%AC%A1%E5%88%9D%E7%B4%9AAI%E6%87%89%E7%94%A8%E8%A6%8F%E5%8A%83%E5%B8%AB_%E7%AC%AC%E4%B8%80%E7%A7%91_%E4%BA%BA%E5%B7%A5%E6%99%BA%E6%85%A7%E5%9F%BA%E7%A4%8E%E6%A6%82%E8%AB%96_%E5%85%AC%E5%91%8A%E8%A9%A6%E9%A1%8C_20260410164304.pdf
3,"某公車系統想預測各站點的到站時間，需要考慮歷史班次資料、即時路況、天氣 115 年第一次 AI 應用規劃師-初級能力鑑定【公告試題】 第一科：人工智慧基礎概論 考試日期：115 年 03 月 21 日 第 8 頁，共 12 頁 答案 題目 等因素。由於路況變化複雜，傳統循環神經網路(Recurrent Neural Network, RNN)在建模時可能難以保留較早期的重要資訊。下列哪種架構最能解決這個問 題？","卷積神經網路(Convolutional Neural Network, CNN) ，利用卷積層捕捉局部特 徵；","自編碼器(Autoencoder, AE) ，先進行資料壓縮再重建；","全連接神經網路(Fully Connected Neural Network, FCNN) ，增加隱藏層數量；","長短期記憶網路(Long Short-Term Memory, LSTM) ，改善RNN 的長期記憶問 題 C",,,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/115%E5%B9%B4%E7%AC%AC%E4%B8%80%E6%AC%A1%E5%88%9D%E7%B4%9AAI%E6%87%89%E7%94%A8%E8%A6%8F%E5%8A%83%E5%B8%AB_%E7%AC%AC%E4%B8%80%E7%A7%91_%E4%BA%BA%E5%B7%A5%E6%99%BA%E6%85%A7%E5%9F%BA%E7%A4%8E%E6%A6%82%E8%AB%96_%E5%85%AC%E5%91%8A%E8%A9%A6%E9%A1%8C_20260410164304.pdf
4,某保險公司每月處理約 50 萬筆理賠申請，希望建立 AI 系統自動識別可疑的詐欺 案件。由於公司內部缺乏 AI 專業人員，且需要快速上線驗證效果，IT 資訊主管正 在評估不同的 AI 平台解決方案。在去識別化個人隱私資料後，下列哪一種平台類 型最適合該公司的需求？,從零開始建立深度學習框架並自行訓練模型；,採用開源機器學習框架進行客製化模型開發；,使用雲端 AutoML 平台進行自動化模型訓練；,購買現成的詐欺偵測軟體套件直接部署 C,,,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/115%E5%B9%B4%E7%AC%AC%E4%B8%80%E6%AC%A1%E5%88%9D%E7%B4%9AAI%E6%87%89%E7%94%A8%E8%A6%8F%E5%8A%83%E5%B8%AB_%E7%AC%AC%E4%B8%80%E7%A7%91_%E4%BA%BA%E5%B7%A5%E6%99%BA%E6%85%A7%E5%9F%BA%E7%A4%8E%E6%A6%82%E8%AB%96_%E5%85%AC%E5%91%8A%E8%A9%A6%E9%A1%8C_20260410164304.pdf
5,某市政府規劃釋出市民用電資料供學術研究使用，資料內容包含用電紀錄與部分 人口統計欄位。考量資料可能涉及可識別個人之資訊，且須符合個人資料保護相 關規範，下列哪一種資料處理方式最為適當？,提供完整資料集並透過合約約定研究用途與保密責任；,僅保留用電數值資料，移除所有其他欄位以避免識別風險；,對具識別風險的資料欄位進行轉換處理，並移除直接識別資訊；,僅將資料加密後提供，確保資料在傳輸過程中的安全性 A,,,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/115%E5%B9%B4%E7%AC%AC%E4%B8%80%E6%AC%A1%E5%88%9D%E7%B4%9AAI%E6%87%89%E7%94%A8%E8%A6%8F%E5%8A%83%E5%B8%AB_%E7%AC%AC%E4%B8%80%E7%A7%91_%E4%BA%BA%E5%B7%A5%E6%99%BA%E6%85%A7%E5%9F%BA%E7%A4%8E%E6%A6%82%E8%AB%96_%E5%85%AC%E5%91%8A%E8%A9%A6%E9%A1%8C_20260410164304.pdf
6,某電子製造公司建置 AI 視覺檢測系統，用於辨識 PCB 電路板製程缺陷。系統在 影像判讀任務上表現穩定，但其模型設計與訓練目標皆侷限於特定應用範圍，無 法直接遷移至其他營運決策任務。依人工智慧能力範疇分類，下列何者最符合該 系統特性？,弱 AI(Weak AI/Narrow AI)；,強 AI(Strong AI)；,"通用人工智慧(Artificial General Intelligence, AGI)；","超級人工智慧(Artificial Superintelligence, ASI) B",,,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/115%E5%B9%B4%E7%AC%AC%E4%B8%80%E6%AC%A1%E5%88%9D%E7%B4%9AAI%E6%87%89%E7%94%A8%E8%A6%8F%E5%8A%83%E5%B8%AB_%E7%AC%AC%E4%B8%80%E7%A7%91_%E4%BA%BA%E5%B7%A5%E6%99%BA%E6%85%A7%E5%9F%BA%E7%A4%8E%E6%A6%82%E8%AB%96_%E5%85%AC%E5%91%8A%E8%A9%A6%E9%A1%8C_20260410164304.pdf
7,某紡織製造公司導入 AI 系統進行布料瑕疵檢測，每天需處理來自 30 條產線的影 115 年第一次 AI 應用規劃師-初級能力鑑定【公告試題】 第一科：人工智慧基礎概論 考試日期：115 年 03 月 21 日 第 9 頁，共 12 頁 答案 題目 像資料，包括高解析度照片、感測器數值、生產參數記錄等多種格式。該公司收 集的資料量從每日 2GB 增長至 50GB，且需在布料離開產線前的 3 秒內完成瑕疵 判定。近期團隊發現系統在尖峰時段容易出現判定延遲，影響製程節奏。若要優 先改善此問題，下列哪一種做法最適合？,擴充資料儲存容量，以因應長期資料累積需求；,強化即時資料處理與推論計算資源配置，以降低延遲風險；,調整資料格式標準，以降低跨來源整合複雜度；,增加資料驗證與清理機制，以提升資料品質穩定性 B,,,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/115%E5%B9%B4%E7%AC%AC%E4%B8%80%E6%AC%A1%E5%88%9D%E7%B4%9AAI%E6%87%89%E7%94%A8%E8%A6%8F%E5%8A%83%E5%B8%AB_%E7%AC%AC%E4%B8%80%E7%A7%91_%E4%BA%BA%E5%B7%A5%E6%99%BA%E6%85%A7%E5%9F%BA%E7%A4%8E%E6%A6%82%E8%AB%96_%E5%85%AC%E5%91%8A%E8%A9%A6%E9%A1%8C_20260410164304.pdf
8,某果園管理公司計畫導入 AI 系統協助農民判斷蘋果成熟度，透過分析果實特徵資 訊，評估成熟狀態並自動判斷採收時機。根據 AI 應用領域的分類，這個系統主要 屬於哪一個應用領域？,自然語言處理(Natural Language Processing)；,電腦視覺(Computer Vision)；,語音識別(Speech Recognition)；,推薦系統(Recommendation System) D,,,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/115%E5%B9%B4%E7%AC%AC%E4%B8%80%E6%AC%A1%E5%88%9D%E7%B4%9AAI%E6%87%89%E7%94%A8%E8%A6%8F%E5%8A%83%E5%B8%AB_%E7%AC%AC%E4%B8%80%E7%A7%91_%E4%BA%BA%E5%B7%A5%E6%99%BA%E6%85%A7%E5%9F%BA%E7%A4%8E%E6%A6%82%E8%AB%96_%E5%85%AC%E5%91%8A%E8%A9%A6%E9%A1%8C_20260410164304.pdf
9,某企業評估於不同業務場景導入機器學習技術。下列哪一項應用情境與機器學習 類型的搭配最為適當？,在醫療影像分析中，同時運用少量已標註資料與大量未標註影像進行模型訓練 —監督式學習(Supervised Learning)；,在智慧推薦系統中，利用顧客是否點擊的歷史標籤資料預測未來偏好—非監督 式學習(Unsupervised Learning)；,在詐欺交易分析中，模型透過錯誤判斷所產生的損失作為回饋訊號，持續調整 策略—監督式學習(Supervised Learning)；,在股價資料分析中，將歷史價格變動模式劃分為若干趨勢型態，且未使用人工 標註—非監督式學習(Unsupervised Learning) A,,,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/115%E5%B9%B4%E7%AC%AC%E4%B8%80%E6%AC%A1%E5%88%9D%E7%B4%9AAI%E6%87%89%E7%94%A8%E8%A6%8F%E5%8A%83%E5%B8%AB_%E7%AC%AC%E4%B8%80%E7%A7%91_%E4%BA%BA%E5%B7%A5%E6%99%BA%E6%85%A7%E5%9F%BA%E7%A4%8E%E6%A6%82%E8%AB%96_%E5%85%AC%E5%91%8A%E8%A9%A6%E9%A1%8C_20260410164304.pdf
0,某製造業公司建置機器學習模型，用於預測產品是否為瑕疵品。實際生產資料 中，瑕疵品比例極低，大多數樣本皆為正常品。模型測試時發現，即使模型多數 預測為正常品，仍可獲得很高的整體準確率。在此情境下，若希望更有效衡量模 型對瑕疵品的辨識能力，下列何者較適合作為主要評估指標？,F1-score；,"均方誤差(Root Mean Squared Error, RMSE)；",準確率(Accuracy)；,"判定係數(R², Coefficient of Determination) 115 年第一次 AI 應用規劃師-初級能力鑑定【公告試題】 第一科：人工智慧基礎概論 考試日期：115 年 03 月 21 日 第 10 頁，共 12 頁 答案 題目 B",,,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/115%E5%B9%B4%E7%AC%AC%E4%B8%80%E6%AC%A1%E5%88%9D%E7%B4%9AAI%E6%87%89%E7%94%A8%E8%A6%8F%E5%8A%83%E5%B8%AB_%E7%AC%AC%E4%B8%80%E7%A7%91_%E4%BA%BA%E5%B7%A5%E6%99%BA%E6%85%A7%E5%9F%BA%E7%A4%8E%E6%A6%82%E8%AB%96_%E5%85%AC%E5%91%8A%E8%A9%A6%E9%A1%8C_20260410164304.pdf
1,在大型語言模型(LLM)的效能優化中，Flash Attention 常被用來改善 Transformer 注意力機制的運算效率。關於 Flash Attention 的主要效益，下列敘述何者最正確？,透過忽略影響較小的注意力權重，減少模型需要計算的關聯數量，以降低運算 成本；,透過調整注意力計算與資料處理方式，減少中間結果的儲存需求，進而改善速 度與資源使用效率；,透過增加注意力計算的並行程度，使模型可同時處理更多注意力頭部；,透過將注意力結果暫存於高速快取記憶體，以避免重複計算造成延遲 D,,,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/115%E5%B9%B4%E7%AC%AC%E4%B8%80%E6%AC%A1%E5%88%9D%E7%B4%9AAI%E6%87%89%E7%94%A8%E8%A6%8F%E5%8A%83%E5%B8%AB_%E7%AC%AC%E4%B8%80%E7%A7%91_%E4%BA%BA%E5%B7%A5%E6%99%BA%E6%85%A7%E5%9F%BA%E7%A4%8E%E6%A6%82%E8%AB%96_%E5%85%AC%E5%91%8A%E8%A9%A6%E9%A1%8C_20260410164304.pdf
2,某企業建置基於檢索增強生成(RAG)的法遵知識輔助系統，用於整合法規條 文、內控制度與歷史函釋文件。系統運行後發現，每當法規更新或新增解釋文件 時，需重新建立完整索引，導致更新期間系統暫停服務，且部分回應偶有引用舊 版內容的情形。若希望在兼顧查詢效率的同時提升知識更新彈性與系統穩定性， 下列何者最適合？,提升模型推論資源配置，以維持高流量查詢時的回應效能；,調整語言模型的輸出限制機制，以降低生成內容與法規不一致的風險；,建立固定法規問答對照表，以規則化方式優先回應常見問題；,導入可支援增量更新的索引管理方式，使異動文件可即時反映於檢索結果 D,,,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/115%E5%B9%B4%E7%AC%AC%E4%B8%80%E6%AC%A1%E5%88%9D%E7%B4%9AAI%E6%87%89%E7%94%A8%E8%A6%8F%E5%8A%83%E5%B8%AB_%E7%AC%AC%E4%B8%80%E7%A7%91_%E4%BA%BA%E5%B7%A5%E6%99%BA%E6%85%A7%E5%9F%BA%E7%A4%8E%E6%A6%82%E8%AB%96_%E5%85%AC%E5%91%8A%E8%A9%A6%E9%A1%8C_20260410164304.pdf
1,監督式學習(Supervised Learning)透過已標註資料學習輸入與目標之間的對應 關係，常見任務包含分類與數值預測。,,,,,,,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/115%E5%B9%B4%E7%AC%AC%E4%B8%80%E6%AC%A1%E5%88%9D%E7%B4%9AAI%E6%87%89%E7%94%A8%E8%A6%8F%E5%8A%83%E5%B8%AB_%E7%AC%AC%E4%B8%80%E7%A7%91_%E4%BA%BA%E5%B7%A5%E6%99%BA%E6%85%A7%E5%9F%BA%E7%A4%8E%E6%A6%82%E8%AB%96_%E5%85%AC%E5%91%8A%E8%A9%A6%E9%A1%8C_20260410164304.pdf
2,非監督式學習(Unsupervised Learning)雖不需標註資料，但通常需預先定義每 筆資料的正確輸出類別以利模型收斂。,,,,,,,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/115%E5%B9%B4%E7%AC%AC%E4%B8%80%E6%AC%A1%E5%88%9D%E7%B4%9AAI%E6%87%89%E7%94%A8%E8%A6%8F%E5%8A%83%E5%B8%AB_%E7%AC%AC%E4%B8%80%E7%A7%91_%E4%BA%BA%E5%B7%A5%E6%99%BA%E6%85%A7%E5%9F%BA%E7%A4%8E%E6%A6%82%E8%AB%96_%E5%85%AC%E5%91%8A%E8%A9%A6%E9%A1%8C_20260410164304.pdf
3,半監督式學習(Semi-supervised Learning)在訓練過程中僅利用未標註資料進行 特徵學習，並不涉及標註資料。,,,,,,,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/115%E5%B9%B4%E7%AC%AC%E4%B8%80%E6%AC%A1%E5%88%9D%E7%B4%9AAI%E6%87%89%E7%94%A8%E8%A6%8F%E5%8A%83%E5%B8%AB_%E7%AC%AC%E4%B8%80%E7%A7%91_%E4%BA%BA%E5%B7%A5%E6%99%BA%E6%85%A7%E5%9F%BA%E7%A4%8E%E6%A6%82%E8%AB%96_%E5%85%AC%E5%91%8A%E8%A9%A6%E9%A1%8C_20260410164304.pdf
4,自監督式學習(Self-supervised Learning)的訓練方式與監督式學習相同，皆需 人工逐筆提供標註資料。,,,,,,,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/115%E5%B9%B4%E7%AC%AC%E4%B8%80%E6%AC%A1%E5%88%9D%E7%B4%9AAI%E6%87%89%E7%94%A8%E8%A6%8F%E5%8A%83%E5%B8%AB_%E7%AC%AC%E4%B8%80%E7%A7%91_%E4%BA%BA%E5%B7%A5%E6%99%BA%E6%85%A7%E5%9F%BA%E7%A4%8E%E6%A6%82%E8%AB%96_%E5%85%AC%E5%91%8A%E8%A9%A6%E9%A1%8C_20260410164304.pdf
5,強化式學習(Reinforcement Learning)透過與環境互動並依據回饋訊號調整策 略，以優化決策行為。,,,,,,,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/115%E5%B9%B4%E7%AC%AC%E4%B8%80%E6%AC%A1%E5%88%9D%E7%B4%9AAI%E6%87%89%E7%94%A8%E8%A6%8F%E5%8A%83%E5%B8%AB_%E7%AC%AC%E4%B8%80%E7%A7%91_%E4%BA%BA%E5%B7%A5%E6%99%BA%E6%85%A7%E5%9F%BA%E7%A4%8E%E6%A6%82%E8%AB%96_%E5%85%AC%E5%91%8A%E8%A9%A6%E9%A1%8C_20260410164304.pdf
6,自監督式學習(Self-supervised Learning)通常利用資料本身產生訓練目標，以 降低對人工標註資料的依賴。,,,,,,,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/115%E5%B9%B4%E7%AC%AC%E4%B8%80%E6%AC%A1%E5%88%9D%E7%B4%9AAI%E6%87%89%E7%94%A8%E8%A6%8F%E5%8A%83%E5%B8%AB_%E7%AC%AC%E4%B8%80%E7%A7%91_%E4%BA%BA%E5%B7%A5%E6%99%BA%E6%85%A7%E5%9F%BA%E7%A4%8E%E6%A6%82%E8%AB%96_%E5%85%AC%E5%91%8A%E8%A9%A6%E9%A1%8C_20260410164304.pdf
3,4 115 年第一次 AI 應用規劃師-初級能力鑑定【公告試題】 第一科：人工智慧基礎概論 考試日期：115 年 03 月 21 日 第 11 頁，共 12 頁 答案 題目 A,,,,,,,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/115%E5%B9%B4%E7%AC%AC%E4%B8%80%E6%AC%A1%E5%88%9D%E7%B4%9AAI%E6%87%89%E7%94%A8%E8%A6%8F%E5%8A%83%E5%B8%AB_%E7%AC%AC%E4%B8%80%E7%A7%91_%E4%BA%BA%E5%B7%A5%E6%99%BA%E6%85%A7%E5%9F%BA%E7%A4%8E%E6%A6%82%E8%AB%96_%E5%85%AC%E5%91%8A%E8%A9%A6%E9%A1%8C_20260410164304.pdf
4,某零售業者建立顧客行為預測模型，資料集中包含「年消費金額」 、 「平均單筆交 易金額」及「會員年資」等數值型特徵。資料分析顯示，部分金額特徵呈現高度 偏態分布，少數樣本的數值顯著高於多數觀測值。為降低極端值對模型學習穩定 性的影響，下列哪一種特徵工程方法最適合？,對數轉換(Log Transformation)；,區間化(Binning)；,One-hot 編碼(One-hot Encoding)；,隨機重抽樣(Random Resampling) C,,,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/115%E5%B9%B4%E7%AC%AC%E4%B8%80%E6%AC%A1%E5%88%9D%E7%B4%9AAI%E6%87%89%E7%94%A8%E8%A6%8F%E5%8A%83%E5%B8%AB_%E7%AC%AC%E4%B8%80%E7%A7%91_%E4%BA%BA%E5%B7%A5%E6%99%BA%E6%85%A7%E5%9F%BA%E7%A4%8E%E6%A6%82%E8%AB%96_%E5%85%AC%E5%91%8A%E8%A9%A6%E9%A1%8C_20260410164304.pdf
5,某團隊訓練深層神經網路模型時，發現訓練誤差長時間幾乎未下降，模型參數更 新幅度極小，呈現學習停滯現象。若研判問題與梯度傳遞效率有關，下列何者最 適合的改善策略？,延長模型訓練時間，使模型有更多機會調整參數；,增加訓練樣本數量，以提升模型學習能力；,調整模型中的啟動函數設定，以改善訓練過程的穩定性；,簡化模型結構，以降低模型過度擬合的可能性 C,,,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/115%E5%B9%B4%E7%AC%AC%E4%B8%80%E6%AC%A1%E5%88%9D%E7%B4%9AAI%E6%87%89%E7%94%A8%E8%A6%8F%E5%8A%83%E5%B8%AB_%E7%AC%AC%E4%B8%80%E7%A7%91_%E4%BA%BA%E5%B7%A5%E6%99%BA%E6%85%A7%E5%9F%BA%E7%A4%8E%E6%A6%82%E8%AB%96_%E5%85%AC%E5%91%8A%E8%A9%A6%E9%A1%8C_20260410164304.pdf
6,某市政府建置城市治理資料平台，需整合交通車流偵測資料、路口監視器影像， 以及民眾透過陳情系統提交的文字通報。由於各類資料格式、儲存方式與資料型 態差異甚大，導致資料清理與整合成本顯著增加。就大數據特性而言，此專案最 主要面臨下列哪一項挑戰？,V olume；,Velocity；,Variety；,Veracity D,,,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/115%E5%B9%B4%E7%AC%AC%E4%B8%80%E6%AC%A1%E5%88%9D%E7%B4%9AAI%E6%87%89%E7%94%A8%E8%A6%8F%E5%8A%83%E5%B8%AB_%E7%AC%AC%E4%B8%80%E7%A7%91_%E4%BA%BA%E5%B7%A5%E6%99%BA%E6%85%A7%E5%9F%BA%E7%A4%8E%E6%A6%82%E8%AB%96_%E5%85%AC%E5%91%8A%E8%A9%A6%E9%A1%8C_20260410164304.pdf
7,某企業規劃導入 AI 技術支援多項資料分析任務中，下列何種屬於結構化預測 (Structured Prediction)問題？,判斷一封電子郵件是否為垃圾郵件；,預測未來一週的產品需求量；,預測客戶是否可能流失；,為語音內容轉換後的文字進行逐詞標註 C,,,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/115%E5%B9%B4%E7%AC%AC%E4%B8%80%E6%AC%A1%E5%88%9D%E7%B4%9AAI%E6%87%89%E7%94%A8%E8%A6%8F%E5%8A%83%E5%B8%AB_%E7%AC%AC%E4%B8%80%E7%A7%91_%E4%BA%BA%E5%B7%A5%E6%99%BA%E6%85%A7%E5%9F%BA%E7%A4%8E%E6%A6%82%E8%AB%96_%E5%85%AC%E5%91%8A%E8%A9%A6%E9%A1%8C_20260410164304.pdf
8,"某物流公司想導入 AI 以提升營運效率，評估不同資料型態與模型架構。下列哪一 種應用情境最適合採用卷積神經網路(Convolutional Neural Network, CNN)作為 主要模型架構？",依據包裹每日掃描紀錄的時間序列，預測下週各倉庫的進貨量波動； 115 年第一次 AI 應用規劃師-初級能力鑑定【公告試題】 第一科：人工智慧基礎概論 考試日期：115 年 03 月 21 日 第 12 頁，共 12 頁 答案 題目,根據客服對話逐句內容的先後順序，判斷客訴是否可能升級為申訴案件；,根據倉庫監視器影像，自動辨識貨架是否缺貨並標示缺貨區域位置；,依據車隊 GPS 路徑點的連續軌跡，預測下一段可能行駛路線 D,,,115年第一次初級AI應用規劃師_第一科_人工智慧基礎概論_公告試題_20260410164304.pdf,https://www.ipas.org.tw/api/proxy/uploads/certification_resource/bf93f438f7be48d295c1b40a34d79f3d/115%E5%B9%B4%E7%AC%AC%E4%B8%80%E6%AC%A1%E5%88%9D%E7%B4%9AAI%E6%87%89%E7%94%A8%E8%A6%8F%E5%8A%83%E5%B8%AB_%E7%AC%AC%E4%B8%80%E7%A7%91_%E4%BA%BA%E5%B7%A5%E6%99%BA%E6%85%A7%E5%9F%BA%E7%A4%8E%E6%A6%82%E8%AB%96_%E5%85%AC%E5%91%8A%E8%A9%A6%E9%A1%8C_20260410164304.pdf
